Ilan_ID,Ilan_Tarihi,Marka,Model,Yil,KM,Vites,Yakit,Renk,Sehir,Fiyat_TL,Aciklama
104243,2026-05-13,Toyota,Corolla,2019,130020,Manuel,Dizel,Füme,İzmir,1004970,Sahibinden temiz 2019 model Toyota Corolla. Tüm bakımları zamanında yapılmıştır.
104244,2026-04-19,Fiat,Punto,2020,93234,Otomatik,Benzin,Beyaz,Gaziantep,760149,Sahibinden temiz 2020 model Fiat Punto. Tüm bakımları zamanında yapılmıştır.
104245,2026-05-11,Volkswagen,Golf,2019,122077,Otomatik,Hibrit,Füme,Kocaeli,1016884,Sahibinden temiz 2019 model Volkswagen Golf. Tüm bakımları zamanında yapılmıştır.
104246,2026-05-14,Hyundai,Accent Blue,2020,102933,Yarı Otomatik,LPG & Benzin,Füme,Gaziantep,745600,Sahibinden temiz 2020 model Hyundai Accent Blue. Tüm bakımları zamanında yapılmıştır.
104247,2026-05-03,Toyota,Aurais,2018,100292,Manuel,Benzin,Kırmızı,Adana,999562,Sahibinden temiz 2018 model Toyota Aurais. Tüm bakımları zamanında yapılmıştır.
104248,2026-05-02,Volkswagen,Tiguan,2022,87972,Yarı Otomatik,Dizel,Siyah,Antalya,1218042,Sahibinden temiz 2022 model Volkswagen Tiguan. Tüm bakımları zamanında yapılmıştır.
104249,2026-04-18,Volkswagen,Polo,2019,108515,Yarı Otomatik,LPG & Benzin,Gri (Gümüş),Bursa,1037227,Sahibinden temiz 2019 model Volkswagen Polo. Tüm bakımları zamanında yapılmıştır.
104250,2026-05-14,BMW,5 Serisi,2017,97876,Yarı Otomatik,LPG & Benzin,Mavi,İstanbul,1403186,Sahibinden temiz 2017 model BMW 5 Serisi. Tüm bakımları zamanında yapılmıştır.
104251,2026-05-04,Renault,Clio,2018,86942,Yarı Otomatik,LPG & Benzin,Metalik Gri,Gaziantep,669587,Sahibinden temiz 2018 model Renault Clio. Tüm bakımları zamanında yapılmıştır.
104252,2026-04-28,Mercedes-Benz,A Serisi,2025,26845,Yarı Otomatik,Hibrit,Metalik Gri,İzmir,1909732,Sahibinden temiz 2025 model Mercedes-Benz A Serisi. Tüm bakımları zamanında yapılmıştır.
104253,2026-05-08,Renault,Clio,2014,117554,Otomatik,Benzin,Mavi,Kocaeli,423669,Sahibinden temiz 2014 model Renault Clio. Tüm bakımları zamanında yapılmıştır.
104254,2026-05-14,Mercedes-Benz,C Serisi,2010,176361,Yarı Otomatik,Elektrik,Metalik Gri,Ankara,935458,Sahibinden temiz 2010 model Mercedes-Benz C Serisi. Tüm bakımları zamanında yapılmıştır.
104255,2026-04-25,Volkswagen,Golf,2023,48951,Yarı Otomatik,Benzin,Mavi,Antalya,1326573,Sahibinden temiz 2023 model Volkswagen Golf. Tüm bakımları zamanında yapılmıştır.
104256,2026-05-15,Renault,Clio,2016,123493,Manuel,LPG & Benzin,Füme,Ankara,514760,Sahibinden temiz 2016 model Renault Clio. Tüm bakımları zamanında yapılmıştır.
104257,2026-04-17,Renault,Fluence,2016,123733,Manuel,Hibrit,Gri (Gümüş),İstanbul,514400,Sahibinden temiz 2016 model Renault Fluence. Tüm bakımları zamanında yapılmıştır.
104258,2026-04-23,BMW,3 Serisi,2010,276585,Manuel,Benzin,Siyah,Bursa,785122,Sahibinden temiz 2010 model BMW 3 Serisi. Tüm bakımları zamanında yapılmıştır.
104259,2026-04-30,Volkswagen,Tiguan,2017,111060,Otomatik,Dizel,Kırmızı,Gaziantep,933410,Sahibinden temiz 2017 model Volkswagen Tiguan. Tüm bakımları zamanında yapılmıştır.
104260,2026-04-22,Toyota,Aurais,2025,9091,Otomatik,Hibrit,Beyaz,İstanbul,1486363,Sahibinden temiz 2025 model Toyota Aurais. Tüm bakımları zamanında yapılmıştır.
104261,2026-04-22,Renault,Megane,2010,205717,Yarı Otomatik,LPG & Benzin,Siyah,Adana,250000,Sahibinden temiz 2010 model Renault Megane. Tüm bakımları zamanında yapılmıştır.
104262,2026-05-02,Mercedes-Benz,C Serisi,2017,108583,Yarı Otomatik,LPG & Benzin,Siyah,Bursa,1387125,Sahibinden temiz 2017 model Mercedes-Benz C Serisi. Tüm bakımları zamanında yapılmıştır.
104263,2026-05-10,Renault,Fluence,2011,190494,Otomatik,LPG & Benzin,Beyaz,Adana,250000,Sahibinden temiz 2011 model Renault Fluence. Tüm bakımları zamanında yapılmıştır.
104264,2026-04-25,Fiat,Egea,2016,105255,Yarı Otomatik,Elektrik,Mavi,Antalya,542117,Sahibinden temiz 2016 model Fiat Egea. Tüm bakımları zamanında yapılmıştır.
104265,2026-05-12,Renault,Clio,2017,157487,Manuel,Benzin,Mavi,Ankara,513769,Sahibinden temiz 2017 model Renault Clio. Tüm bakımları zamanında yapılmıştır.
104266,2026-05-05,Volkswagen,Golf,2015,164956,Manuel,LPG & Benzin,Füme,İstanbul,752566,Sahibinden temiz 2015 model Volkswagen Golf. Tüm bakımları zamanında yapılmıştır.
104267,2026-05-01,Volkswagen,Golf,2014,155921,Manuel,Hibrit,Kırmızı,İzmir,716118,Sahibinden temiz 2014 model Volkswagen Golf. Tüm bakımları zamanında yapılmıştır.
104268,2026-04-16,Volkswagen,Golf,2014,128422,Otomatik,Elektrik,Füme,İstanbul,757367,Sahibinden temiz 2014 model Volkswagen Golf. Tüm bakımları zamanında yapılmıştır.
104269,2026-05-14,Renault,Clio,2017,146998,Manuel,LPG & Benzin,Beyaz,Ankara,529503,Sahibinden temiz 2017 model Renault Clio. Tüm bakımları zamanında yapılmıştır.
104270,2026-04-30,Volkswagen,Golf,2025,29443,Manuel,Benzin,Siyah,İstanbul,1455835,Sahibinden temiz 2025 model Volkswagen Golf. Tüm bakımları zamanında yapılmıştır.
104271,2026-05-04,Hyundai,i20,2025,22596,Yarı Otomatik,Elektrik,Kırmızı,İstanbul,1116106,Sahibinden temiz 2025 model Hyundai i20. Tüm bakımları zamanında yapılmıştır.
104272,2026-05-05,Volkswagen,Tiguan,2014,151391,Manuel,Dizel,Gri (Gümüş),İzmir,722913,Sahibinden temiz 2014 model Volkswagen Tiguan. Tüm bakımları zamanında yapılmıştır.
104273,2026-04-24,Volkswagen,Tiguan,2015,208734,Otomatik,Dizel,Siyah,Bursa,686899,Sahibinden temiz 2015 model Volkswagen Tiguan. Tüm bakımları zamanında yapılmıştır.
104274,2026-04-30,Mercedes-Benz,A Serisi,2010,252367,Otomatik,Hibrit,Mavi,Bursa,821449,Sahibinden temiz 2010 model Mercedes-Benz A Serisi. Tüm bakımları zamanında yapılmıştır.
104275,2026-05-12,BMW,5 Serisi,2013,219504,Manuel,Benzin,Beyaz,Bursa,1020744,Sahibinden temiz 2013 model BMW 5 Serisi. Tüm bakımları zamanında yapılmıştır.
104276,2026-04-28,Renault,Megane,2023,57625,Otomatik,Benzin,Gri (Gümüş),İzmir,963562,Sahibinden temiz 2023 model Renault Megane. Tüm bakımları zamanında yapılmıştır.
104277,2026-05-12,Hyundai,i20,2023,58081,Manuel,Dizel,Siyah,İzmir,962878,Sahibinden temiz 2023 model Hyundai i20. Tüm bakımları zamanında yapılmıştır.
104278,2026-05-06,Mercedes-Benz,A Serisi,2020,110749,Otomatik,Benzin,Siyah,Antalya,1533876,Sahibinden temiz 2020 model Mercedes-Benz A Serisi. Tüm bakımları zamanında yapılmıştır.
104279,2026-04-19,BMW,1 Serisi,2015,132451,Manuel,Benzin,Gri (Gümüş),Antalya,1251323,Sahibinden temiz 2015 model BMW 1 Serisi. Tüm bakımları zamanında yapılmıştır.
104280,2026-05-13,Volkswagen,Polo,2011,266465,Otomatik,Elektrik,Gri (Gümüş),Bursa,400302,Sahibinden temiz 2011 model Volkswagen Polo. Tüm bakımları zamanında yapılmıştır.
104281,2026-05-13,Volkswagen,Golf,2017,189191,Yarı Otomatik,Elektrik,Siyah,Bursa,816213,Sahibinden temiz 2017 model Volkswagen Golf. Tüm bakımları zamanında yapılmıştır.
104282,2026-05-04,BMW,5 Serisi,2025,21322,Manuel,Elektrik,Füme,Gaziantep,1918017,Sahibinden temiz 2025 model BMW 5 Serisi. Tüm bakımları zamanında yapılmıştır.
104283,2026-04-19,BMW,5 Serisi,2014,163047,Otomatik,Elektrik,Füme,Kocaeli,1155429,Sahibinden temiz 2014 model BMW 5 Serisi. Tüm bakımları zamanında yapılmıştır.
104284,2026-04-16,Toyota,Aurais,2018,147463,Manuel,LPG & Benzin,Gri (Gümüş),Gaziantep,928805,Sahibinden temiz 2018 model Toyota Aurais. Tüm bakımları zamanında yapılmıştır.
104285,2026-04-29,Renault,Clio,2021,70496,Yarı Otomatik,Hibrit,Beyaz,Antalya,844256,Sahibinden temiz 2021 model Renault Clio. Tüm bakımları zamanında yapılmıştır.
104286,2026-05-09,Fiat,Punto,2017,152273,Yarı Otomatik,Hibrit,Füme,İzmir,521590,Sahibinden temiz 2017 model Fiat Punto. Tüm bakımları zamanında yapılmıştır.
104287,2026-05-01,Fiat,Fiorino,2011,198851,Otomatik,Elektrik,Kırmızı,Adana,250000,Sahibinden temiz 2011 model Fiat Fiorino. Tüm bakımları zamanında yapılmıştır.
104288,2026-04-16,Hyundai,Tucson,2023,50723,Otomatik,Benzin,Metalik Gri,Gaziantep,973915,Sahibinden temiz 2023 model Hyundai Tucson. Tüm bakımları zamanında yapılmıştır.
104289,2026-04-22,Fiat,Egea,2015,190209,Otomatik,Elektrik,Kırmızı,Ankara,364686,Sahibinden temiz 2015 model Fiat Egea. Tüm bakımları zamanında yapılmıştır.
104290,2026-05-12,Toyota,Yaris,2010,257566,Otomatik,Elektrik,Siyah,Ankara,363651,Sahibinden temiz 2010 model Toyota Yaris. Tüm bakımları zamanında yapılmıştır.
104291,2026-04-21,Mercedes-Benz,C Serisi,2012,190426,Manuel,Benzin,Mavi,İzmir,1014361,Sahibinden temiz 2012 model Mercedes-Benz C Serisi. Tüm bakımları zamanında yapılmıştır.
104292,2026-04-16,Hyundai,Tucson,2021,85577,Manuel,Hibrit,Siyah,Gaziantep,821634,Sahibinden temiz 2021 model Hyundai Tucson. Tüm bakımları zamanında yapılmıştır.
104293,2026-04-25,Hyundai,i20,2016,183812,Manuel,LPG & Benzin,Beyaz,Bursa,424282,Sahibinden temiz 2016 model Hyundai i20. Tüm bakımları zamanında yapılmıştır.
104294,2026-04-26,Mercedes-Benz,C Serisi,2020,108113,Otomatik,Dizel,Gri (Gümüş),Gaziantep,1537830,Sahibinden temiz 2020 model Mercedes-Benz C Serisi. Tüm bakımları zamanında yapılmıştır.
104295,2026-04-16,Mercedes-Benz,C Serisi,2020,95239,Otomatik,Elektrik,Kırmızı,Ankara,1557141,Sahibinden temiz 2020 model Mercedes-Benz C Serisi. Tüm bakımları zamanında yapılmıştır.
104296,2026-05-04,Volkswagen,Passat,2021,64019,Otomatik,Dizel,Metalik Gri,Antalya,1203971,Sahibinden temiz 2021 model Volkswagen Passat. Tüm bakımları zamanında yapılmıştır.
104297,2026-04-16,Hyundai,Accent Blue,2017,113430,Otomatik,LPG & Benzin,Gri (Gümüş),İstanbul,579855,Sahibinden temiz 2017 model Hyundai Accent Blue. Tüm bakımları zamanında yapılmıştır.
104298,2026-04-20,Hyundai,i30,2023,47922,Otomatik,Hibrit,Metalik Gri,Bursa,978117,Sahibinden temiz 2023 model Hyundai i30. Tüm bakımları zamanında yapılmıştır.
104299,2026-04-21,Volkswagen,Passat,2015,116308,Manuel,Benzin,Metalik Gri,Antalya,825538,Sahibinden temiz 2015 model Volkswagen Passat. Tüm bakımları zamanında yapılmıştır.
104300,2026-05-07,Volkswagen,Golf,2011,204052,Manuel,Benzin,Mavi,İzmir,493922,Sahibinden temiz 2011 model Volkswagen Golf. Tüm bakımları zamanında yapılmıştır.
104301,2026-04-24,BMW,1 Serisi,2015,126674,Manuel,Dizel,Kırmızı,İstanbul,1259989,Sahibinden temiz 2015 model BMW 1 Serisi. Tüm bakımları zamanında yapılmıştır.
104302,2026-05-11,BMW,3 Serisi,2011,186338,Yarı Otomatik,Dizel,Kırmızı,Gaziantep,970493,Sahibinden temiz 2011 model BMW 3 Serisi. Tüm bakımları zamanında yapılmıştır.
104303,2026-04-30,Volkswagen,Passat,2012,219713,Otomatik,LPG & Benzin,Siyah,Adana,520430,Sahibinden temiz 2012 model Volkswagen Passat. Tüm bakımları zamanında yapılmıştır.
104304,2026-04-28,Renault,Fluence,2020,117122,Manuel,Hibrit,Siyah,Kocaeli,724317,Sahibinden temiz 2020 model Renault Fluence. Tüm bakımları zamanında yapılmıştır.
104305,2026-04-21,Hyundai,i20,2024,42794,Manuel,Dizel,Mavi,Adana,1035809,Sahibinden temiz 2024 model Hyundai i20. Tüm bakımları zamanında yapılmıştır.
104306,2026-05-06,Toyota,Yaris,2011,184090,Yarı Otomatik,Dizel,Gri (Gümüş),Antalya,523865,Sahibinden temiz 2011 model Toyota Yaris. Tüm bakımları zamanında yapılmıştır.
104307,2026-04-22,Fiat,Fiorino,2015,189877,Otomatik,LPG & Benzin,Beyaz,İzmir,365184,Sahibinden temiz 2015 model Fiat Fiorino. Tüm bakımları zamanında yapılmıştır.
104308,2026-05-13,Hyundai,Tucson,2021,90226,Yarı Otomatik,Benzin,Beyaz,Adana,814661,Sahibinden temiz 2021 model Hyundai Tucson. Tüm bakımları zamanında yapılmıştır.
104309,2026-04-28,Mercedes-Benz,A Serisi,2016,170005,Manuel,Elektrik,Gri (Gümüş),Ankara,1244992,Sahibinden temiz 2016 model Mercedes-Benz A Serisi. Tüm bakımları zamanında yapılmıştır.
104310,2026-04-16,Renault,Fluence,2017,175705,Yarı Otomatik,LPG & Benzin,Siyah,Kocaeli,486442,Sahibinden temiz 2017 model Renault Fluence. Tüm bakımları zamanında yapılmıştır.
104311,2026-04-28,Toyota,Corolla,2022,82860,Yarı Otomatik,Dizel,Mavi,Antalya,1225710,Sahibinden temiz 2022 model Toyota Corolla. Tüm bakımları zamanında yapılmıştır.
104312,2026-04-23,Toyota,Corolla,2015,220360,Manuel,LPG & Benzin,Kırmızı,Kocaeli,669460,Sahibinden temiz 2015 model Toyota Corolla. Tüm bakımları zamanında yapılmıştır.
104313,2026-05-03,Toyota,Corolla,2017,157645,Manuel,Dizel,Siyah,Antalya,863532,Sahibinden temiz 2017 model Toyota Corolla. Tüm bakımları zamanında yapılmıştır.
104314,2026-05-03,Fiat,Fiorino,2019,72789,Yarı Otomatik,Dizel,Metalik Gri,Antalya,740816,Sahibinden temiz 2019 model Fiat Fiorino. Tüm bakımları zamanında yapılmıştır.
104315,2026-04-16,Volkswagen,Tiguan,2023,51502,Yarı Otomatik,LPG & Benzin,Beyaz,Gaziantep,1322747,Sahibinden temiz 2023 model Volkswagen Tiguan. Tüm bakımları zamanında yapılmıştır.
104316,2026-04-18,BMW,5 Serisi,2020,105750,Manuel,LPG & Benzin,Beyaz,Gaziantep,1541375,Sahibinden temiz 2020 model BMW 5 Serisi. Tüm bakımları zamanında yapılmıştır.
104317,2026-05-11,Toyota,Aurais,2012,211860,Otomatik,LPG & Benzin,Gri (Gümüş),Bursa,532210,Sahibinden temiz 2012 model Toyota Aurais. Tüm bakımları zamanında yapılmıştır.
104318,2026-04-22,Toyota,Aurais,2025,34651,Otomatik,Dizel,Füme,İzmir,1448023,Sahibinden temiz 2025 model Toyota Aurais. Tüm bakımları zamanında yapılmıştır.
104319,2026-05-01,Fiat,Fiorino,2022,56550,Otomatik,Benzin,Mavi,İstanbul,915175,Sahibinden temiz 2022 model Fiat Fiorino. Tüm bakımları zamanında yapılmıştır.
104320,2026-04-29,Toyota,Aurais,2019,122820,Otomatik,Elektrik,Füme,Gaziantep,1015770,Sahibinden temiz 2019 model Toyota Aurais. Tüm bakımları zamanında yapılmıştır.
104321,2026-04-30,Fiat,Punto,2016,145686,Manuel,Elektrik,Füme,Antalya,481471,Sahibinden temiz 2016 model Fiat Punto. Tüm bakımları zamanında yapılmıştır.
104322,2026-04-27,Renault,Clio,2024,38890,Otomatik,Elektrik,Beyaz,Kocaeli,1041665,Sahibinden temiz 2024 model Renault Clio. Tüm bakımları zamanında yapılmıştır.
104323,2026-05-09,Volkswagen,Golf,2010,242279,Yarı Otomatik,Hibrit,Mavi,Antalya,386581,Sahibinden temiz 2010 model Volkswagen Golf. Tüm bakımları zamanında yapılmıştır.
104324,2026-04-25,BMW,3 Serisi,2020,119949,Otomatik,Dizel,Füme,Antalya,1520076,Sahibinden temiz 2020 model BMW 3 Serisi. Tüm bakımları zamanında yapılmıştır.
104325,2026-05-07,Hyundai,i30,2010,220690,Otomatik,Dizel,Gri (Gümüş),Adana,250000,Sahibinden temiz 2010 model Hyundai i30. Tüm bakımları zamanında yapılmıştır.
104326,2026-04-25,Volkswagen,Passat,2017,197167,Otomatik,Elektrik,Beyaz,İzmir,804249,Sahibinden temiz 2017 model Volkswagen Passat. Tüm bakımları zamanında yapılmıştır.
104327,2026-05-15,Renault,Clio,2022,70572,Yarı Otomatik,Benzin,Füme,Adana,894142,Sahibinden temiz 2022 model Renault Clio. Tüm bakımları zamanında yapılmıştır.
104328,2026-04-18,Mercedes-Benz,C Serisi,2012,282821,Manuel,Hibrit,Siyah,Adana,875768,Sahibinden temiz 2012 model Mercedes-Benz C Serisi. Tüm bakımları zamanında yapılmıştır.
104329,2026-05-12,BMW,3 Serisi,2020,126031,Yarı Otomatik,Dizel,Mavi,Antalya,1510953,Sahibinden temiz 2020 model BMW 3 Serisi. Tüm bakımları zamanında yapılmıştır.
104330,2026-04-29,BMW,3 Serisi,2022,84242,Yarı Otomatik,Dizel,Füme,Ankara,1673637,Sahibinden temiz 2022 model BMW 3 Serisi. Tüm bakımları zamanında yapılmıştır.
104331,2026-05-06,Volkswagen,Passat,2018,101704,Manuel,LPG & Benzin,Siyah,Gaziantep,997444,Sahibinden temiz 2018 model Volkswagen Passat. Tüm bakımları zamanında yapılmıştır.
104332,2026-05-05,Toyota,Yaris,2011,286216,Manuel,Elektrik,Kırmızı,Kocaeli,370676,Sahibinden temiz 2011 model Toyota Yaris. Tüm bakımları zamanında yapılmıştır.
104333,2026-05-11,Renault,Fluence,2013,262506,Otomatik,LPG & Benzin,Füme,İzmir,250000,Sahibinden temiz 2013 model Renault Fluence. Tüm bakımları zamanında yapılmıştır.
104334,2026-04-29,Volkswagen,Polo,2020,86632,Otomatik,Elektrik,Metalik Gri,Antalya,1120052,Sahibinden temiz 2020 model Volkswagen Polo. Tüm bakımları zamanında yapılmıştır.
104335,2026-04-28,BMW,5 Serisi,2016,168609,Manuel,Hibrit,Mavi,Adana,1247086,Sahibinden temiz 2016 model BMW 5 Serisi. Tüm bakımları zamanında yapılmıştır.
104336,2026-05-04,BMW,3 Serisi,2024,40096,Manuel,Dizel,Metalik Gri,İzmir,1839856,Sahibinden temiz 2024 model BMW 3 Serisi. Tüm bakımları zamanında yapılmıştır.
104337,2026-05-02,Fiat,Lineia,2022,69079,Manuel,Hibrit,Metalik Gri,İstanbul,896381,Sahibinden temiz 2022 model Fiat Lineia. Tüm bakımları zamanında yapılmıştır.
104338,2026-04-26,Renault,Fluence,2017,155041,Manuel,LPG & Benzin,Gri (Gümüş),Gaziantep,517438,Sahibinden temiz 2017 model Renault Fluence. Tüm bakımları zamanında yapılmıştır.
104339,2026-04-29,Hyundai,Accent Blue,2024,32978,Manuel,Benzin,Siyah,İstanbul,1050533,Sahibinden temiz 2024 model Hyundai Accent Blue. Tüm bakımları zamanında yapılmıştır.
104340,2026-05-01,Toyota,Aurais,2011,158057,Manuel,Dizel,Beyaz,İstanbul,562914,Sahibinden temiz 2011 model Toyota Aurais. Tüm bakımları zamanında yapılmıştır.
104341,2026-05-12,Toyota,Corolla,2025,34022,Yarı Otomatik,Benzin,Metalik Gri,Kocaeli,1448967,Sahibinden temiz 2025 model Toyota Corolla. Tüm bakımları zamanında yapılmıştır.
104342,2026-05-09,Renault,Clio,2021,68049,Manuel,Dizel,Kırmızı,Antalya,847926,Sahibinden temiz 2021 model Renault Clio. Tüm bakımları zamanında yapılmıştır.
104343,2026-05-04,Renault,Symbol,2024,39142,Otomatik,Benzin,Kırmızı,Ankara,1041287,Sahibinden temiz 2024 model Renault Symbol. Tüm bakımları zamanında yapılmıştır.
104344,2026-04-30,Fiat,Egea,2016,189949,Yarı Otomatik,Dizel,Kırmızı,Bursa,415076,Sahibinden temiz 2016 model Fiat Egea. Tüm bakımları zamanında yapılmıştır.
104345,2026-05-05,Renault,Clio,2025,20057,Yarı Otomatik,LPG & Benzin,Kırmızı,Kocaeli,1119914,Sahibinden temiz 2025 model Renault Clio. Tüm bakımları zamanında yapılmıştır.
104346,2026-05-09,BMW,3 Serisi,2020,91498,Yarı Otomatik,Dizel,Füme,Adana,1562753,Sahibinden temiz 2020 model BMW 3 Serisi. Tüm bakımları zamanında yapılmıştır.
104347,2026-05-03,Hyundai,i20,2016,185868,Yarı Otomatik,Hibrit,Siyah,Kocaeli,421198,Sahibinden temiz 2016 model Hyundai i20. Tüm bakımları zamanında yapılmıştır.
104348,2026-04-22,BMW,1 Serisi,2017,157661,Manuel,Benzin,Gri (Gümüş),İzmir,1313508,Sahibinden temiz 2017 model BMW 1 Serisi. Tüm bakımları zamanında yapılmıştır.
104349,2026-05-06,Hyundai,i20,2010,290758,Yarı Otomatik,Dizel,Beyaz,Bursa,250000,Sahibinden temiz 2010 model Hyundai i20. Tüm bakımları zamanında yapılmıştır.
104350,2026-05-03,Fiat,Lineia,2010,230827,Manuel,Benzin,Gri (Gümüş),İzmir,250000,Sahibinden temiz 2010 model Fiat Lineia. Tüm bakımları zamanında yapılmıştır.
104351,2026-04-23,Renault,Symbol,2010,246111,Manuel,Elektrik,Metalik Gri,İstanbul,250000,Sahibinden temiz 2010 model Renault Symbol. Tüm bakımları zamanında yapılmıştır.
104352,2026-05-02,Hyundai,Tucson,2020,71450,Manuel,Hibrit,Kırmızı,Gaziantep,792825,Sahibinden temiz 2020 model Hyundai Tucson. Tüm bakımları zamanında yapılmıştır.
104353,2026-04-16,BMW,3 Serisi,2017,100689,Manuel,Dizel,Füme,İzmir,1398966,Sahibinden temiz 2017 model BMW 3 Serisi. Tüm bakımları zamanında yapılmıştır.
104354,2026-04-21,Toyota,Yaris,2021,100333,Manuel,Benzin,Mavi,İstanbul,1149500,Sahibinden temiz 2021 model Toyota Yaris. Tüm bakımları zamanında yapılmıştır.
104355,2026-05-02,Mercedes-Benz,E Serisi,2025,34703,Otomatik,Elektrik,Füme,İzmir,1897945,Sahibinden temiz 2025 model Mercedes-Benz E Serisi. Tüm bakımları zamanında yapılmıştır.
104356,2026-05-06,Hyundai,i20,2019,103304,Manuel,Hibrit,Metalik Gri,İzmir,695044,Sahibinden temiz 2019 model Hyundai i20. Tüm bakımları zamanında yapılmıştır.
104357,2026-04-16,Fiat,Lineia,2017,131237,Otomatik,LPG & Benzin,Metalik Gri,Adana,553144,Sahibinden temiz 2017 model Fiat Lineia. Tüm bakımları zamanında yapılmıştır.
104358,2026-04-17,Toyota,Corolla,2010,281593,Manuel,Elektrik,Metalik Gri,Adana,327610,Sahibinden temiz 2010 model Toyota Corolla. Tüm bakımları zamanında yapılmıştır.
104359,2026-04-24,BMW,1 Serisi,2019,110805,Otomatik,Benzin,Beyaz,Adana,1483792,Sahibinden temiz 2019 model BMW 1 Serisi. Tüm bakımları zamanında yapılmıştır.
104360,2026-04-30,Mercedes-Benz,A Serisi,2022,76359,Yarı Otomatik,LPG & Benzin,Füme,Adana,1685461,Sahibinden temiz 2022 model Mercedes-Benz A Serisi. Tüm bakımları zamanında yapılmıştır.
104361,2026-05-08,Hyundai,Tucson,2024,51671,Otomatik,Benzin,Gri (Gümüş),Kocaeli,1022493,Sahibinden temiz 2024 model Hyundai Tucson. Tüm bakımları zamanında yapılmıştır.
104362,2026-05-13,BMW,1 Serisi,2018,137496,Otomatik,Hibrit,Füme,İzmir,1393756,Sahibinden temiz 2018 model BMW 1 Serisi. Tüm bakımları zamanında yapılmıştır.
104363,2026-04-22,Mercedes-Benz,E Serisi,2010,288452,Yarı Otomatik,Benzin,Kırmızı,Bursa,767322,Sahibinden temiz 2010 model Mercedes-Benz E Serisi. Tüm bakımları zamanında yapılmıştır.
104364,2026-05-03,Toyota,Yaris,2014,231606,Manuel,Hibrit,Siyah,İstanbul,602591,Sahibinden temiz 2014 model Toyota Yaris. Tüm bakımları zamanında yapılmıştır.
104365,2026-05-10,Volkswagen,Polo,2019,96882,Manuel,Benzin,Gri (Gümüş),Kocaeli,1054677,Sahibinden temiz 2019 model Volkswagen Polo. Tüm bakımları zamanında yapılmıştır.
104366,2026-05-03,Mercedes-Benz,E Serisi,2024,43032,Yarı Otomatik,Benzin,Mavi,İzmir,1835452,Sahibinden temiz 2024 model Mercedes-Benz E Serisi. Tüm bakımları zamanında yapılmıştır.
104367,2026-04-26,BMW,5 Serisi,2017,102353,Manuel,Hibrit,Gri (Gümüş),Bursa,1396470,Sahibinden temiz 2017 model BMW 5 Serisi. Tüm bakımları zamanında yapılmıştır.
104368,2026-05-11,Mercedes-Benz,C Serisi,2017,116068,Otomatik,Elektrik,Metalik Gri,Gaziantep,1375898,Sahibinden temiz 2017 model Mercedes-Benz C Serisi. Tüm bakımları zamanında yapılmıştır.
104369,2026-04-21,Toyota,Corolla,2019,124064,Manuel,Hibrit,Kırmızı,İzmir,1013904,Sahibinden temiz 2019 model Toyota Corolla. Tüm bakımları zamanında yapılmıştır.
104370,2026-04-17,Hyundai,i20,2018,148396,Otomatik,Hibrit,Füme,Bursa,577406,Sahibinden temiz 2018 model Hyundai i20. Tüm bakımları zamanında yapılmıştır.
104371,2026-05-06,Hyundai,i20,2010,174943,Otomatik,Benzin,Kırmızı,İzmir,250000,Sahibinden temiz 2010 model Hyundai i20. Tüm bakımları zamanında yapılmıştır.
104372,2026-05-14,Fiat,Fiorino,2021,100364,Otomatik,Benzin,Mavi,Antalya,799454,Sahibinden temiz 2021 model Fiat Fiorino. Tüm bakımları zamanında yapılmıştır.
104373,2026-04-19,Hyundai,Accent Blue,2023,71912,Yarı Otomatik,LPG & Benzin,Metalik Gri,Ankara,942132,Sahibinden temiz 2023 model Hyundai Accent Blue. Tüm bakımları zamanında yapılmıştır.
104374,2026-04-24,BMW,3 Serisi,2023,39411,Otomatik,Dizel,Füme,İzmir,1790883,Sahibinden temiz 2023 model BMW 3 Serisi. Tüm bakımları zamanında yapılmıştır.
104375,2026-05-02,Toyota,Yaris,2012,138778,Yarı Otomatik,Dizel,Kırmızı,Adana,641833,Sahibinden temiz 2012 model Toyota Yaris. Tüm bakımları zamanında yapılmıştır.
104376,2026-04-16,Renault,Symbol,2015,206791,Yarı Otomatik,LPG & Benzin,Metalik Gri,Gaziantep,339813,Sahibinden temiz 2015 model Renault Symbol. Tüm bakımları zamanında yapılmıştır.
104377,2026-05-08,Mercedes-Benz,E Serisi,2018,153828,Otomatik,Elektrik,Gri (Gümüş),Bursa,1369258,Sahibinden temiz 2018 model Mercedes-Benz E Serisi. Tüm bakımları zamanında yapılmıştır.
104378,2026-04-18,Hyundai,Tucson,2017,88239,Manuel,LPG & Benzin,Mavi,Adana,617641,Sahibinden temiz 2017 model Hyundai Tucson. Tüm bakımları zamanında yapılmıştır.
104379,2026-05-07,Hyundai,Tucson,2019,146092,Manuel,Hibrit,Mavi,Gaziantep,630862,Sahibinden temiz 2019 model Hyundai Tucson. Tüm bakımları zamanında yapılmıştır.
104380,2026-05-03,Renault,Symbol,2022,56568,Otomatik,Elektrik,Gri (Gümüş),Kocaeli,915148,Sahibinden temiz 2022 model Renault Symbol. Tüm bakımları zamanında yapılmıştır.
104381,2026-04-24,Fiat,Egea,2021,69322,Manuel,Elektrik,Füme,Gaziantep,846017,Sahibinden temiz 2021 model Fiat Egea. Tüm bakımları zamanında yapılmıştır.
